=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.03.17 18:27:58 =~=~=~=~=~=~=~=~=~=~=~=
1195,17.96,25.52,26.29,7652,26.24,188714,0,0,0,0
3071,17.95,25.52,26.22,188776,0,0,0,0
1,0,0,0,0
3069,17.95,25.51,26.21,188653,0,0,0,0
3070,17.95,25.52,26.24,188714,0,0,0,0
3071,17.95,25.52,26.22,188776,0,0,0,0
MPRLS Simple Test
Found MPRLS sensor
AHT10 or AHT20 found
1,17.95,25.01,26.34,53,0,0,0,0
2,17.95,25.10,26.22,114,0,0,0,0
3,17.95,25.18,26.22,176,0,0,0,0
4,17.95,25.22,26.27,236,0,0,0,0
5,17.95,25.27,26.26,297,0,0,0,0
6,17.95,25.31,26.27,359,0,0,0,0
7,17.95,25.34,26.25,420,0,0,0,0
8,17.95,25.36,26.27,482,0,0,0,0
9,17.95,25.37,26.30,542,0,0,0,0
10,17.95,25.39,26.27,604,0,0,0,0
11,17.95,25.39,26.31,665,0,0,0,0
12,17.95,25.41,26.26,727,0,0,0,0
13,17.95,25.42,26.30,788,0,0,0,0
14,17.95,25.42,26.30,849,0,0,0,0
15,17.95,25.44,26.33,911,0,0,0,0
16,17.95,25.45,26.31,972,0,0,0,0
17,17.95,25.44,26.32,1033,0,0,0,0
18,17.95,25.45,26.29,1094,0,0,0,0
19,17.95,25.45,26.31,1156,0,0,0,0
20,17.95,25.45,26.30,1217,0,0,0,0
21,17.95,25.45,26.34,1278,0,0,0,0
22,17.95,25.45,26.31,1340,0,0,0,0
23,17.95,25.45,26.30,1401,0,0,0,0
24,17.95,25.46,26.30,1463,0,0,0,0
25,17.95,25.47,26.33,1524,0,0,0,0
26,17.95,25.49,26.32,1586,0,0,0,0
27,17.95,25.47,26.31,1646,0,0,0,0
28,17.95,25.47,26.29,1708,0,0,0,0
29,17.95,25.49,26.31,1769,0,0,0,0
30,17.95,25.49,26.32,1830,0,0,0,0
31,17.95,25.48,26.34,1892,0,0,0,0
32,17.95,25.48,26.28,1953,0,0,0,0
33,17.94,25.49,26.31,2015,0,0,0,0
34,17.95,25.49,26.29,2076,0,0,0,0
35,17.95,25.48,26.27,2138,0,0,0,0
36,17.95,25.49,26.27,2199,0,0,0,0
37,17.95,25.49,26.28,2259,0,0,0,0
38,17.94,25.48,26.32,2321,0,0,0,0
39,17.95,25.50,26.30,2382,0,0,0,0
40,17.95,25.49,26.30,2444,0,0,0,0
41,17.95,25.49,26.31,2505,0,0,0,0
42,17.95,25.49,26.27,2567,0,0,0,0
43,17.95,25.49,26.30,2628,0,0,0,0
44,17.95,25.48,26.27,2690,0,0,0,0
45,17.95,25.50,26.25,2751,0,0,0,0
46,17.95,25.50,26.27,2812,0,0,0,0
47,17.95,25.48,26.31,2874,0,0,0,0
48,17.95,25.50,26.27,2934,0,0,0,0
49,17.95,25.49,26.27,2996,0,0,0,0
50,17.95,25.48,26.29,3057,0,0,0,0
51,17.95,25.50,26.28,3119,0,0,0,0
52,17.95,25.49,26.31,3180,0,0,0,0
53,17.95,25.51,26.28,3241,0,0,0,0
54,17.95,25.49,26.28,3303,0,0,0,0
55,17.95,25.49,26.30,3364,0,0,0,0
56,17.95,25.50,26.27,3426,0,0,0,0
57,17.95,25.50,26.24,3487,0,0,0,0
58,17.95,25.50,26.29,3548,0,0,0,0
59,17.95,25.50,26.25,3609,0,0,0,0
60,17.95,25.50,26.26,3671,0,0,0,0
61,17.95,25.50,26.27,3732,0,0,0,0
62,17.95,25.50,26.28,3793,0,0,0,0
63,17.95,25.50,26.26,3855,0,0,0,0
64,17.95,25.50,26.25,3916,0,0,0,0
65,17.95,25.49,26.27,3978,0,0,0,0
66,17.95,25.48,26.28,4039,0,0,0,0
67,17.95,25.50,26.26,4101,0,0,0,0
68,17.95,25.50,26.27,4162,0,0,0,0
69,17.95,25.48,26.26,4224,0,0,0,0
70,17.95,25.49,26.27,4284,0,0,0,0
71,17.95,25.51,26.25,4345,0,0,0,0
72,17.95,25.51,26.28,4407,0,0,0,0
73,17.95,25.50,26.23,4468,0,0,0,0
74,17.95,25.50,26.28,4530,0,0,0,0
75,17.95,25.51,26.22,4591,0,0,0,0
76,17.95,25.49,26.27,4653,0,0,0,0
77,17.95,25.51,26.26,4714,0,0,0,0
78,17.95,25.51,26.22,4775,0,0,0,0
79,17.95,25.50,26.24,4836,0,0,0,0
80,17.95,25.50,26.28,4897,0,0,0,0
81,17.95,25.50,26.22,4959,0,0,0,0
82,17.95,25.51,26.22,5020,0,0,0,0
83,17.95,25.50,26.20,5082,0,0,0,0
84,17.95,25.49,26.22,5143,0,0,0,0
85,17.95,25.51,26.22,5204,0,0,0,0
86,17.95,25.52,26.21,5266,0,0,0,0
87,17.95,25.51,26.20,5327,0,0,0,0
88,17.95,25.52,26.21,5389,0,0,0,0
89,17.95,25.52,26.18,5450,0,0,0,0
90,17.95,25.52,26.18,5511,0,0,0,0
91,17.95,25.52,26.22,5572,0,0,0,0
92,17.95,25.51,26.19,5634,0,0,0,0
93,17.95,25.51,26.16,5695,0,0,0,0
94,17.95,25.52,26.21,5756,0,0,0,0
95,17.95,25.52,26.17,5818,0,0,0,0
96,17.95,25.51,26.19,5879,0,0,0,0
97,17.95,25.51,26.19,5941,0,0,0,0
98,17.95,25.52,26.18,6002,0,0,0,0
99,17.95,25.53,26.17,6064,0,0,0,0
100,17.95,25.51,26.18,6124,0,0,0,0
101,17.95,25.51,26.16,6185,0,0,0,0
102,17.95,25.51,26.16,6247,0,0,0,0
103,17.95,25.51,26.18,6308,0,0,0,0
104,17.95,25.53,26.15,6370,0,0,0,0
105,17.95,25.51,26.14,6431,0,0,0,0
106,17.95,25.51,26.13,6493,0,0,0,0
107,17.95,25.50,26.13,6554,0,0,0,0
108,17.95,25.51,26.13,6616,0,0,0,0
109,17.95,25.51,26.14,6677,0,0,0,0
110,17.95,25.50,26.11,6738,0,0,0,0
111,17.95,25.51,26.13,6800,0,0,0,0
112,17.95,25.52,26.13,6861,0,0,0,0
113,17.95,25.50,26.13,6923,0,0,0,0
114,17.95,25.51,26.09,6984,0,0,0,0
115,17.95,25.51,26.11,7046,0,0,0,0
116,17.95,25.50,26.08,7107,0,0,0,0
117,17.95,25.49,26.08,7168,0,0,0,0
118,17.95,25.50,26.09,7229,0,0,0,0
119,17.95,25.51,26.07,7290,0,0,0,0
120,17.95,25.50,26.08,7352,0,0,0,0
121,17.95,25.51,26.07,7413,0,0,0,0
122,17.95,25.51,26.11,7475,0,0,0,0
123,17.95,25.51,26.04,7536,0,0,0,0
124,17.95,25.51,26.06,7598,0,0,0,0
125,17.95,25.51,26.03,7659,0,0,0,0
126,17.95,25.52,26.04,7720,0,0,0,0
127,17.95,25.50,26.05,7782,0,0,0,0
128,17.95,25.49,26.04,7843,0,0,0,0
129,17.95,25.51,26.07,7905,0,0,0,0
130,17.95,25.52,26.05,7966,0,0,0,0
131,17.95,25.49,26.02,8028,0,0,0,0
132,17.95,25.50,26.01,8089,0,0,0,0
133,17.95,25.51,26.02,8151,0,0,0,0
134,17.95,25.51,26.02,8212,0,0,0,0
135,17.95,25.51,26.03,8272,0,0,0,0
136,17.95,25.51,26.00,8334,0,0,0,0
137,17.95,25.51,26.00,8395,0,0,0,0
138,17.95,25.52,26.00,8457,0,0,0,0
139,17.95,25.50,25.98,8518,0,0,0,0
140,17.95,25.50,25.99,8580,0,0,0,0
141,17.95,25.53,25.97,8641,0,0,0,0
142,17.95,25.51,25.98,8702,0,0,0,0
143,17.95,25.53,25.95,8764,0,0,0,0
144,17.95,25.51,25.95,8825,0,0,0,0
145,17.95,25.52,25.96,8887,0,0,0,0
146,17.95,25.53,25.96,8948,0,0,0,0
147,17.95,25.51,25.96,9010,0,0,0,0
148,17.95,25.51,25.96,9071,0,0,0,0
149,17.95,25.52,25.95,9133,0,0,0,0
150,17.95,25.52,25.94,9194,0,0,0,0
151,17.95,25.51,25.93,9255,0,0,0,0
152,17.95,25.51,25.94,9317,0,0,0,0
153,17.95,25.52,25.93,9378,0,0,0,0
154,17.95,25.51,25.94,9439,0,0,0,0
155,17.95,25.51,25.92,9500,0,0,0,0
156,17.95,25.51,25.92,9562,0,0,0,0
157,17.95,25.51,25.95,9623,0,0,0,0
158,17.95,25.52,25.91,9684,0,0,0,0
159,17.95,25.50,25.91,9746,0,0,0,0
160,17.95,25.51,25.93,9807,0,0,0,0
161,17.95,25.52,25.93,9869,0,0,0,0
162,17.95,25.50,25.91,9930,0,0,0,0
163,17.95,25.50,25.89,9992,0,0,0,0
164,17.95,25.51,25.91,10053,0,0,0,0
165,17.95,25.50,25.91,10115,0,0,0,0
166,17.95,25.51,25.88,10176,0,0,0,0
167,17.95,25.52,25.92,10237,0,0,0,0
168,17.95,25.50,25.89,10299,0,0,0,0
169,17.95,25.52,25.90,10360,0,0,0,0
170,17.95,25.51,25.89,10422,0,0,0,0
171,17.95,25.51,25.89,10483,0,0,0,0
172,17.95,25.52,25.87,10545,0,0,0,0
173,17.95,25.53,25.89,10606,0,0,0,0
174,17.95,25.54,25.90,10668,0,0,0,0
175,17.95,25.50,25.90,10729,0,0,0,0
176,17.95,25.52,25.88,10790,0,0,0,0
177,17.95,25.53,25.89,10852,0,0,0,0
178,17.95,25.51,25.87,10913,0,0,0,0
179,17.95,25.52,25.87,10975,0,0,0,0
180,17.95,25.52,25.89,11036,0,0,0,0
181,17.95,25.52,25.88,11098,0,0,0,0
182,17.95,25.53,25.87,11159,0,0,0,0
183,17.95,25.51,25.88,11220,0,0,0,0
184,17.95,25.52,25.90,11282,0,0,0,0
185,17.95,25.52,25.87,11343,0,0,0,0
186,17.95,25.53,25.88,11405,0,0,0,0
187,17.95,25.52,25.89,11466,0,0,0,0
188,17.95,25.53,25.84,11528,0,0,0,0
189,17.95,25.54,25.87,11589,0,0,0,0
190,17.95,25.52,25.87,11651,0,0,0,0
191,17.95,25.52,25.87,11712,0,0,0,0
192,17.95,25.52,25.88,11773,0,0,0,0
193,17.95,25.54,25.88,11835,0,0,0,0
194,17.95,25.53,25.88,11896,0,0,0,0
195,17.96,25.51,25.88,11958,0,0,0,0
196,17.95,25.52,25.86,12019,0,0,0,0
197,17.95,25.51,25.89,12081,0,0,0,0
198,17.95,25.52,25.86,12142,0,0,0,0
199,17.95,25.51,25.90,12204,0,0,0,0
200,17.95,25.51,25.88,12265,0,0,0,0
201,17.95,25.51,25.91,12326,0,0,0,0
202,17.95,25.51,25.89,12388,0,0,0,0
203,17.95,25.51,25.90,12449,0,0,0,0
204,17.95,25.51,25.86,12511,0,0,0,0
205,17.95,25.52,25.89,12572,0,0,0,0
206,17.95,25.53,25.87,12634,0,0,0,0
207,17.95,25.51,25.86,12695,0,0,0,0
208,17.95,25.52,25.90,12756,0,0,0,0
209,17.95,25.54,25.92,12818,0,0,0,0
210,17.95,25.52,25.91,12879,0,0,0,0
211,17.95,25.53,25.90,12941,0,0,0,0
212,17.95,25.52,25.93,13002,0,0,0,0
213,17.95,25.51,25.90,13064,0,0,0,0
214,17.95,25.53,25.92,13125,0,0,0,0
215,17.95,25.51,25.90,13187,0,0,0,0
216,17.95,25.52,25.88,13248,0,0,0,0
217,17.95,25.52,25.87,13309,0,0,0,0
218,17.95,25.52,25.89,13371,0,0,0,0
219,17.95,25.51,25.92,13432,0,0,0,0
220,17.95,25.51,25.90,13494,0,0,0,0
221,17.95,25.53,25.93,13555,0,0,0,0
222,17.95,25.49,25.93,13617,0,0,0,0
223,17.95,25.52,25.90,13678,0,0,0,0
224,17.95,25.51,25.92,13740,0,0,0,0
225,17.95,25.50,25.94,13801,0,0,0,0
226,17.95,25.50,25.93,13862,0,0,0,0
227,17.95,25.50,25.91,13924,0,0,0,0
228,17.95,25.52,25.95,13985,0,0,0,0
229,17.95,25.52,25.92,14047,0,0,0,0
230,17.95,25.52,25.97,14108,0,0,0,0
231,17.95,25.51,25.93,14170,0,0,0,0
232,17.95,25.51,25.94,14231,0,0,0,0
233,17.95,25.52,25.93,14292,0,0,0,0
234,17.95,25.52,25.98,14354,0,0,0,0
235,17.95,25.51,25.95,14415,0,0,0,0
236,17.95,25.52,25.94,14477,0,0,0,0
237,17.95,25.52,25.98,14538,0,0,0,0
238,17.95,25.53,25.97,14600,0,0,0,0
239,17.95,25.51,25.99,14661,0,0,0,0
240,17.95,25.52,25.98,14723,0,0,0,0
241,17.95,25.52,25.99,14784,0,0,0,0
242,17.95,25.51,25.98,14845,0,0,0,0
